Hotel Name,08/12/2015 && 1,08/12/2015 && 2,08/12/2015 && 3,08/12/2015 && 4,08/13/2015 && 1,08/13/2015 && 2,08/13/2015 && 3,08/13/2015 && 4,08/19/2015 && 1,08/19/2015 && 2,08/19/2015 && 3,08/19/2015 && 4,08/26/2015 && 1,08/26/2015 && 2,08/26/2015 && 3,08/26/2015 && 4,08/27/2015 && 1,08/27/2015 && 2,08/27/2015 && 3,08/27/2015 && 4,08/28/2015 && 1,08/28/2015 && 2,08/28/2015 && 3,08/28/2015 && 4,09/09/2015 && 1,09/09/2015 && 2,09/09/2015 && 3,09/09/2015 && 4,09/10/2015 && 1,09/10/2015 && 2,09/10/2015 && 3,09/10/2015 && 4,09/11/2015 && 1,09/11/2015 && 2,09/11/2015 && 3,09/11/2015 && 4,09/16/2015 && 1,09/16/2015 && 2,09/16/2015 && 3,09/16/2015 && 4,09/17/2015 && 1,09/17/2015 && 2,09/17/2015 && 3,09/17/2015 && 4,09/18/2015 && 1,09/18/2015 && 2,09/18/2015 && 3,09/18/2015 && 4,09/30/2015 && 1,09/30/2015 && 2,09/30/2015 && 3,09/30/2015 && 4,10/01/2015 && 1,10/01/2015 && 2,10/01/2015 && 3,10/01/2015 && 4,10/02/2015 && 1,10/02/2015 && 2,10/02/2015 && 3,10/02/2015 && 4,10/07/2015 && 1,10/07/2015 && 2,10/07/2015 && 3,10/07/2015 && 4,10/14/2015 && 1,10/14/2015 && 2,10/14/2015 && 3,10/14/2015 && 4,10/15/2015 && 1,10/15/2015 && 2,10/15/2015 && 3,10/15/2015 && 4,10/16/2015 && 1,10/16/2015 && 2,10/16/2015 && 3,10/16/2015 && 4,10/21/2015 && 1,10/21/2015 && 2,10/21/2015 && 3,10/21/2015 && 4,10/22/2015 && 1,10/22/2015 && 2,10/22/2015 && 3,10/22/2015 && 4,10/27/2015 && 1,10/27/2015 && 2,10/27/2015 && 3,10/27/2015 && 4,10/28/2015 && 1,10/28/2015 && 2,10/28/2015 && 3,10/28/2015 && 4,10/29/2015 && 1,10/29/2015 && 2,10/29/2015 && 3,10/29/2015 && 4,10/30/2015 && 1,10/30/2015 && 2,10/30/2015 && 3,10/30/2015 && 4,11/03/2015 && 1,11/03/2015 && 2,11/03/2015 && 3,11/03/2015 && 4,11/04/2015 && 1,11/04/2015 && 2,11/04/2015 && 3,11/04/2015 && 4,11/05/2015 && 1,11/05/2015 && 2,11/05/2015 && 3,11/05/2015 && 4,11/06/2015 && 1,11/06/2015 && 2,11/06/2015 && 3,11/06/2015 && 4,11/07/2015 && 1,11/07/2015 && 2,11/07/2015 && 3,11/07/2015 && 4,11/10/2015 && 1,11/10/2015 && 2,11/10/2015 && 3,11/10/2015 && 4,11/11/2015 && 1,11/11/2015 && 2,11/11/2015 && 3,11/11/2015 && 4,11/12/2015 && 1,11/12/2015 && 2,11/12/2015 && 3,11/12/2015 && 4,11/13/2015 && 1,11/13/2015 && 2,11/13/2015 && 3,11/13/2015 && 4,11/18/2015 && 1,11/18/2015 && 2,11/18/2015 && 3,11/18/2015 && 4,11/21/2015 && 1,11/21/2015 && 2,11/21/2015 && 3,11/21/2015 && 4,11/25/2015 && 1,11/25/2015 && 2,11/25/2015 && 3,11/25/2015 && 4,11/26/2015 && 1,11/26/2015 && 2,11/26/2015 && 3,11/26/2015 && 4,11/27/2015 && 1,11/27/2015 && 2,11/27/2015 && 3,11/27/2015 && 4,11/28/2015 && 1,11/28/2015 && 2,11/28/2015 && 3,11/28/2015 && 4
Hampton Inn Manhattan Times Square Central,34.400406504065046,28.201219512195124,-1.0,-1.0,19.410569105691053,15.142276422764226,12.245934959349597,8.79065040650407,-1.0,28.201219512195124,35.365853658536594,-1.0,60.8739837398374,-1.0,18.089430894308947,39.02439024390244,39.53252032520325,-1.0,3.353658536585371,39.48170731707317,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,24.796747967479675,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,57.31707317073171,-1.0,88.82113821138212,100.0,55.28455284552846,43.08943089430895,35.0609756097561,35.51829268292683,57.31707317073171,73.57723577235772,32.8760162601626,-1.0,-1.0,-1.0,-1.0,-1.0,44.3089430894309,48.170731707317074,50.050813008130085,45.88414634146341,-1.0,28.91260162601627,19.96951219512195,26.21951219512195,49.1869918699187,16.209349593495944,28.91260162601627,34.857723577235774,-1.0,28.91260162601627,49.89837398373984,29.115853658536594,31.148373983739845,30.4369918699187,23.119918699186996,30.640243902439025,49.69512195121951,51.57520325203252,49.69512195121951,-1.0,62.75406504065041,51.57520325203252,-1.0,46.798780487804876,-1.0,44.613821138211385,-1.0,-1.0,54.36991869918699,-1.0,-1.0,-1.0,-1.0,-1.0,28.76016260162602,-1.0,22.25609756097562,22.306910569105696,-1.0,24.034552845528452,-1.0,-1.0,19.461382113821145,-1.0,-1.0,19.715447154471548,-1.0,-1.0,-1.0,19.715447154471548,21.493902439024396,-1.0,-1.0,-1.0,45.63008130081301,45.63008130081301,-1.0,38.00813008130081,38.00813008130081,19.5630081300813,-1.0,-1.0,18.546747967479675,24.491869918699194,-1.0,-1.0,-1.0,-1.0,19.207317073170728,-1.0,-1.0,20.42682926829268,-1.0,1.8800813008130035,15.04065040650407,4.573170731707322,41.107723577235774,-1.0,-1.0,37.09349593495935,43.140243902439025,-1.0,18.546747967479675,-1.0,-1.0,37.44918699186992,31.554878048780495,-1.0,26.067073170731703,20.274390243902445,22.51016260162602,46.44308943089431
Hampton Inn Manhattan Times Square South,9.14076782449726,-1.0,17.733089579524687,38.482632541133455,13.89396709323583,12.248628884826331,9.96343692870201,7.404021937842785,6.581352833638022,12.065813528336378,7.129798903107869,16.179159049360152,3.747714808043881,3.747714808043881,5.393053016453379,7.129798903107869,-1.0,-1.0,-1.0,-1.0,-1.0,5.393053016453379,0.0,0.8226691042047491,100.0,-1.0,-1.0,-1.0,52.74223034734918,67.91590493601463,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,76.691042047532,-1.0,63.98537477148081,-1.0,-1.0,62.3400365630713,64.07678244972578,-1.0,-1.0,60.60329067641682,77.51371115173674,68.92138939670932,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,42.87020109689214,-1.0,-1.0,-1.0,-1.0,84.73491773308957,90.58500914076782,50.822669104204756,45.52102376599635,50.63985374771481,52.46800731261426,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,72.57769652650822,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,45.88665447897623,40.58500914076782,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19.378427787934186,21.57221206581353,21.846435100548447,23.400365630712983,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,22.303473491773303,25.137111517367458,26.416819012797077,-1.0,-1.0,20.93235831809872,-1.0,12.340036563071294,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.458866544789757,17.458866544789757,17.458866544789757,20.201096892138935
Hampton Inn Manhattan United Nations,13.185287994448302,15.26717557251908,17.34906315058987,58.01526717557252,-1.0,17.34906315058987,44.066620402498266,14.781401804302561,21.790423317140878,21.790423317140878,21.09646079111728,34.35114503816794,12.491325468424705,19.430950728660648,22.414989590562115,26.370575988896604,-1.0,-1.0,22.7619708535739,-1.0,-1.0,-1.0,-1.0,-1.0,81.81818181818181,78.48716169326856,89.03539208882721,-1.0,54.12907702984039,49.27133934767522,44.413601665510065,34.073560027758504,56.90492713393477,52.047189451769604,38.445523941707144,-1.0,-1.0,-1.0,-1.0,-1.0,61.55447605829285,46.56488549618321,37.820957668285914,38.445523941707144,58.431644691186676,37.820957668285914,39.07009021512838,54.05968077723803,-1.0,-1.0,100.0,-1.0,-1.0,54.823039555863986,37.473976405274115,28.45246356696738,58.29285218598196,52.7411519777932,34.69812630117974,68.70229007633588,86.74531575294934,91.6030534351145,-1.0,-1.0,42.33171408743928,30.534351145038173,37.473976405274115,37.473976405274115,-1.0,-1.0,54.12907702984039,-1.0,61.76266481609993,68.70229007633588,72.17210270645386,86.74531575294934,51.35322692574601,63.84455239417071,74.25399028452463,53.43511450381679,-1.0,-1.0,49.54892435808466,52.047189451769604,74.25399028452463,64.5385149201943,73.56002775850104,-1.0,45.80152671755725,43.71963913948647,45.80152671755725,48.57737682165163,40.943789035392086,52.7411519777932,47.883414295628036,35.392088827203324,47.18945176960444,48.57737682165163,36.08605135322693,40.249826509368496,-1.0,-1.0,46.49548924358085,-1.0,27.064538514920187,29.840388619014576,33.31020124913255,-1.0,-1.0,28.45246356696738,30.534351145038173,24.98265093684941,42.33171408743928,27.758501040943784,29.840388619014576,31.158917418459396,49.27133934767522,48.57737682165163,-1.0,-1.0,34.004163775156144,45.107564191533655,47.883414295628036,-1.0,17.973629424011108,31.228313671061755,26.370575988896604,22.206800832755036,-1.0,-1.0,23.039555863983338,20.81887578070784,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,19.15336571825121,21.51283830673144,23.108952116585698,27.064538514920187,29.00763358778626,-1.0,33.03261623872311,-1.0,30.395558639833453,21.37404580152672,-1.0,-1.0,34.90631505898682,-1.0,56.07217210270645,45.315752949340734,58.08466342817488,65.16308119361554
Hampton Inn Manhattan-Seaport-Financial District,-1.0,-1.0,-1.0,-1.0,44.103547459252155,38.92617449664429,37.20038350910834,27.22914669223394,-1.0,29.721955896452542,31.639501438159158,-1.0,-1.0,29.43432406519655,43.14477468839885,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,24.928092042185995,20.13422818791946,21.1888782358581,-1.0,78.61936720997124,-1.0,-1.0,-1.0,88.68648130393098,-1.0,-1.0,98.7535953978907,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,82.35858101629914,86.0019175455417,78.23585810162992,-1.0,-1.0,77.94822627037392,79.86577181208054,92.32981783317354,89.45349952061362,92.32981783317354,95.20613614573347,-1.0,63.5666347075743,66.44295302013423,62.607861936720994,75.071907957814,100.0,97.12368168744008,90.41227229146692,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,84.08437200383509,95.11025886864813,-1.0,96.06903163950143,97.2195589645254,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,67.40172579098754,80.82454458293384,-1.0,-1.0,62.607861936720994,57.813998082454454,-1.0,71.23681687440077,63.5666347075743,-1.0,-1.0,-1.0,52.63662511984659,55.22531160115052,-1.0,43.14477468839885,45.73346116970278,62.991371045062316,63.854266538830295,-1.0,53.97890699904123,-1.0,-1.0,54.36241610738255,44.00767018216683,43.14477468839885,40.556088207094916,49.18504314477469,48.32214765100671,45.73346116970278,-1.0,50.04793863854266,42.28187919463087,44.8705656759348,47.45925215723873,35.378715244487054,37.967401725790985,60.786193672099714,-1.0,56.855225311601146,51.29434324065196,36.43336529242569,36.43336529242569,47.45925215723873,42.28187919463087,41.418983700862896,37.967401725790985,32.214765100671144,44.00767018216683,49.18504314477469,-1.0,-1.0,15.340364333652914,25.02396931927133,16.011505273250236,-1.0,-1.0,33.652924256951096,-1.0,35.378715244487054,-1.0,-1.0,47.45925215723873,-1.0,41.994247363374875,40.651965484180245,21.764141898370085,-1.0,56.375838926174495,52.444870565675934,48.41802492809204
Hampton Inn New York - 35th Street - Empire State Building,-1.0,25.32617037605526,25.32617037605526,-1.0,-1.0,26.093630084420568,26.093630084420568,21.94934765924789,-1.0,-1.0,34.91941673062165,-1.0,-1.0,-1.0,-1.0,11.742133537989261,-1.0,-1.0,7.904834996162705,-1.0,-1.0,13.737528779739065,-1.0,-1.0,43.438219493476595,-1.0,-1.0,40.521872601688415,-1.0,23.330775134305455,30.39140445126631,-1.0,-1.0,64.6968534151957,47.04528012279356,55.487336914811976,78.5111281657713,-1.0,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,57.25249424405219,58.63392171910975,-1.0,-1.0,67.1527244819647,63.85264773599386,-1.0,-1.0,-1.0,-1.0,64.6968534151957,-1.0,-1.0,-1.0,-1.0,93.01611665387567,91.25095932463546,94.93476592478895,82.42517267843438,-1.0,53.338449731389105,56.48503453568688,56.254796623177285,51.65003837298542,56.254796623177285,-1.0,-1.0,48.8871834228703,42.28702993092863,36.60782808902533,35.14965464313124,67.38296239447429,68.84113584036838,62.31772831926324,64.6968534151957,-1.0,-1.0,-1.0,-1.0,78.2808902532617,62.54796623177283,69.83883346124328,69.1481197237145,57.48273215656178,61.166538756715276,61.166538756715276,74.2900997697621,-1.0,-1.0,-1.0,-1.0,54.029163468917886,40.368380660015355,37.605525709900235,43.36147352264007,-1.0,34.84267075978512,37.06830391404451,-1.0,22.870299309286267,23.56101304681505,25.786646201074447,27.93553338449732,38.52647735993861,33.231005372217965,25.479662317728327,17.037605525709907,34.382194934765934,32.00306983883347,23.56101304681505,22.10283960092096,-1.0,29.39370683039141,-1.0,-1.0,-1.0,33.921719109746746,-1.0,-1.0,-1.0,28.396009209516507,-1.0,16.346891788181125,25.01918649270914,26.400613967766702,6.216423637759021,17.958557175748282,24.25172678434383,23.40752110514198,23.40752110514198,11.3584036838066,11.972371450498855,8.979278587874148,23.791250959324643,29.24021488871834,-1.0,4.834996162701458,5.141980046047593,0.0,22.333077513430553,-1.0,18.265541059094403,17.57482732156562,-1.0,14.658480429777441,10.974673829623953,20.18419033000768,-1.0,18.41903300076747,8.672294704528014,10.744435917114359,-1.0,43.05448963929394,34.30544896392939,35.61013046815043
Hampton Inn New York - LaGuardia Airport,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.0,-1.0,-1.0,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,25.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Hampton Inn New York Chelsea,-1.0,-1.0,-1.0,-1.0,-1.0,33.526490066225165,31.374172185430453,26.572847682119203,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,84.27152317880794,-1.0,-1.0,-1.0,-1.0,79.22185430463576,94.45364238410596,84.1887417218543,87.99668874172185,-1.0,-1.0,-1.0,-1.0,100.0,90.06622516556291,83.02980132450331,79.05629139072848,89.0728476821192,67.9635761589404,67.30132450331126,62.25165562913907,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,66.8046357615894,96.35761589403974,76.82119205298014,71.93708609271523,67.63245033112582,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,78.8907284768212,74.08940397350993,-1.0,71.8543046357616,81.62251655629139,68.62582781456953,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,71.93708609271523,70.36423841059602,60.01655629139073,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,65.31456953642385,-1.0,-1.0,75.41390728476821,75.82781456953643,43.294701986754966,44.370860927152314,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,56.12582781456953,52.64900662251655,-1.0,42.3841059602649,57.36754966887417,-1.0,49.99999999999999,59.602649006622514,-1.0,-1.0,-1.0,-1.0,63.907284768211916,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,39.40397350993377,34.519867549668874,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8278145695364145,0.8278145695364145,0.8278145695364145,-1.4210854715202004e-14,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,30.298013245033104,-1.0,-1.0,36.17549668874172,43.9569536423841,-1.0,50.41390728476821,-1.0,-1.0
Hampton Inn Times Square North,14.674361088211043,-1.0,-1.0,29.018961253091504,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.254740313272876,-1.0,-1.0,-1.0,-1.0,-1.0,3.462489694971154,-1.0,-1.0,100.0,-1.0,-1.0,-1.0,-1.0,50.45342126957956,53.751030502885406,-1.0,52.926628194558944,49.629018961253095,-1.0,-1.0,73.94888705688376,-1.0,65.37510305028854,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.629018961253095,-1.0,62.57213520197857,63.64385820280297,59.52184666117065,-1.0,52.926628194558944,51.27782357790602,30.667765869744443,29.018961253091504,-1.0,40.560593569662,38.91178895300907,52.10222588623248,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,52.926628194558944,-1.0,-1.0,-1.0,-1.0,17.394888705688373,-1.0,-1.0,-1.0,-1.0,66.11706512778235,52.51442704039572,-1.0,-1.0,-1.0,-1.0,-1.0,47.568013190436936,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.774938169826882,21.434460016488046,-1.0,-1.0,18.46661170651278,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.8136850783182155,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Hilton Garden Inn New York Central Park South-Midtown West,11.494252873563227,24.59770114942529,15.325670498084293,24.367816091954026,-1.0,19.463601532567054,19.463601532567054,13.333333333333343,18.92720306513411,14.022988505747136,11.187739463601545,18.160919540229898,41.22605363984675,1.3793103448275872,18.77394636015326,8.35249042145594,-1.0,-1.0,26.973180076628353,1.4210854715202004e-14,-1.0,29.34865900383143,6.436781609195407,-1.0,64.90421455938699,78.85057471264368,-1.0,-1.0,-1.0,48.04597701149426,57.01149425287357,-1.0,73.1800766283525,66.74329501915709,-1.0,-1.0,100.0,-1.0,88.65900383141762,92.79693486590038,-1.0,74.48275862068965,51.34099616858238,64.90421455938699,54.94252873563219,51.87739463601533,42.68199233716476,52.567049808429125,88.88888888888889,55.40229885057472,51.64750957854407,51.64750957854407,61.30268199233717,59.54022988505747,54.17624521072797,53.026819923371654,-1.0,28.8888888888889,52.4904214559387,68.50574712643679,-1.0,65.51724137931035,91.72413793103448,63.44827586206897,51.87739463601533,65.67049808429118,54.406130268199234,51.64750957854407,63.29501915708813,58.77394636015326,60.38314176245211,43.83141762452108,-1.0,49.11877394636016,-1.0,-1.0,57.931034482758626,61.37931034482759,64.82758620689656,58.77394636015326,-1.0,44.980842911877396,-1.0,50.11494252873564,-1.0,-1.0,77.31800766283524,-1.0,60.15325670498085,43.44827586206897,-1.0,78.08429118773947,54.252873563218394,-1.0,47.89272030651341,55.47892720306514,-1.0,44.75095785440613,46.81992337164751,-1.0,-1.0,-1.0,-1.0,-1.0,38.46743295019157,39.08045977011495,41.839080459770116,25.82375478927203,49.425287356321846,51.49425287356322,47.89272030651341,33.40996168582376,-1.0,41.7624521072797,28.199233716475106,-1.0,39.92337164750958,44.214559386973185,-1.0,-1.0,-1.0,48.50574712643679,-1.0,-1.0,30.191570881226056,37.08812260536399,43.98467432950192,16.015325670498086,-1.0,-1.0,-1.0,-1.0,34.2528735632184,33.946360153256705,28.199233716475106,-1.0,46.20689655172414,-1.0,27.89272030651341,57.931034482758626,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.084291187739467,-1.0,-1.0,29.118773946360164,5.517241379310349,-1.0,29.042145593869733,23.83141762452108,17.318007662835257,-1.0,-1.0,-1.0,-1.0
Hilton Garden Inn New York Long Island City,19.866444073455767,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.926544240400673,-1.0,-1.0,-1.0,8.59766277128547,-1.0,-1.0,20.200333889816363,-1.0,11.602671118530878,11.76961602671119,6.343906510851426,-1.0,-1.0,16.694490818030047,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,31.80300500834724,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,76.79465776293823,-1.0,-1.0,94.07345575959933,-1.0,-1.0,-1.0,-1.0,-1.0,69.36560934891486,89.73288814691152,100.0,-1.0,-1.0,44.15692821368948,-1.0,41.56928213689483,29.382303839732884,26.377295492487477,33.0550918196995,-1.0,27.629382303839733,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,71.03505843071787,74.04006677796328,-1.0,-1.0,33.97328881469116,-1.0,33.0550918196995,-1.0,60.01669449081803,-1.0,-1.0,-1.0,57.095158597662774,64.27378964941569,63.18864774624374,36.97829716193656,37.89649415692821,-1.0,34.3906510851419,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.2804674457429,18.86477462437395,29.549248747913182,13.10517529215359,16.36060100166945,16.861435726210345,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.016694490818026,12.437395659432383,13.10517529215359,-1.0,-1.0,-1.0,29.382303839732884,0.08347245409015613,0.08347245409015613,-1.0,-1.0,0.0,1.2520868113522567,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,15.609348914858103,16.861435726210345,12.353923205342241,9.181969949916521,-1.0,25.375626043405674,22.78797996661102,21.11853088480801
Hilton Garden Inn New York Manhattan-Chelsea,-1.0,31.42717497556208,-1.0,17.057673509286417,-1.0,-1.0,-1.0,-1.0,17.546432062561095,16.862170087976537,15.249266862170089,16.275659824046926,-1.0,16.177908113391993,-1.0,14.662756598240478,-1.0,-1.0,7.722385141739977,11.827956989247312,24.731182795698928,7.331378299120232,8.162267839687203,-1.0,-1.0,54.105571847507335,50.68426197458456,-1.0,-1.0,68.96383186705768,38.36754643206256,-1.0,49.706744868035194,44.81915933528837,49.120234604105576,51.17302052785924,80.59628543499511,72.7761485826002,79.61876832844575,-1.0,51.857282502443795,56.256109481915935,60.654936461388075,-1.0,59.57966764418377,34.75073313782991,39.58944281524927,-1.0,-1.0,-1.0,43.841642228739005,44.47702834799609,-1.0,-1.0,-1.0,-1.0,63.245356793743895,56.74486803519062,-1.0,-1.0,100.0,-1.0,90.42033235581623,69.35483870967742,-1.0,47.116324535679375,45.747800586510266,47.26295210166178,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,43.597262952101666,45.747800586510266,47.26295210166178,-1.0,37.63440860215054,41.88660801564028,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,28.445747800586517,-1.0,-1.0,-1.0,-1.0,49.41348973607038,52.54154447702835,35.72825024437928,33.38220918866081,33.87096774193549,35.28836754643207,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,21.896383186705776,24.144672531769302,-1.0,20.283479960899314,17.59530791788856,32.991202346041064,27.908113391984358,16.56891495601174,16.22678396871946,16.129032258064512,-1.0,15.542521994134901,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.48875855327469253,1.564027370478982,-1.0,-1.0,31.72043010752688,18.81720430107528,21.847507331378296,33.67546432062561,-1.0,-1.0,41.78885630498534,38.416422287390034,37.3900293255132,37.87878787878788,-1.0,-1.0,-1.0,-1.0
Hilton Garden Inn New York Manhattan-Midtown East,21.778584392014523,30.852994555353902,-1.0,-1.0,-1.0,27.223230490018153,17.241379310344826,17.241379310344826,13.520871143375686,19.87295825771325,18.14882032667876,-1.0,4.537205081669683,4.537205081669683,6.352087114337564,19.78221415607986,-1.0,18.78402903811252,0.0,6.62431941923775,29.94555353901997,18.239564428312164,15.970961887477316,-1.0,-1.0,67.15063520871144,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,80.30852994555354,80.30852994555354,84.93647912885662,-1.0,-1.0,78.31215970961887,89.92740471869328,-1.0,80.76225045372051,100.0,66.2431941923775,-1.0,67.05989110707804,58.89292196007259,79.85480943738656,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.7912885662432,63.883847549909255,-1.0,-1.0,96.18874773139746,-1.0,-1.0,-1.0,-1.0,80.76225045372051,81.21597096188748,-1.0,76.22504537205081,68.05807622504537,-1.0,74.41016333938293,81.66969147005445,-1.0,-1.0,65.33575317604355,56.98729582577133,-1.0,95.28130671506352,-1.0,-1.0,67.15063520871144,67.15063520871144,-1.0,-1.0,-1.0,-1.0,62.06896551724138,-1.0,-1.0,60.07259528130671,61.705989110707804,59.618874773139744,61.34301270417423,54.26497277676951,73.86569872958258,-1.0,-1.0,72.23230490018149,-1.0,-1.0,-1.0,-1.0,46.188747731397456,-1.0,59.25589836660617,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,44.1016333938294,-1.0,64.60980036297642,-1.0,-1.0,-1.0,-1.0,-1.0,33.030852994555346,27.223230490018153,-1.0,26.134301270417424,-1.0,-1.0,41.74228675136116,33.57531760435572,44.1016333938294,-1.0,-1.0,-1.0,-1.0,-1.0,26.40653357531761,-1.0,-1.0,16.152450090744097,16.152450090744097,16.152450090744097,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,36.47912885662432,-1.0,-1.0,-1.0,52.994555353901994,54.17422867513611
